MarketName,Website,street,city,County,State,zip,Location,Credit,WIC,WICcash,SFMNP,SNAP,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,updateTime
Springville Farmers Market,,"Gentner Auction, 341 West Main St",Springville,Erie,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
St. George Greenmarket,http://www.grownyc.org,St Marks & Hyatt St,Staten Island,Richmond,New York,10301,Private business parking lot,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,7/23/13 14:48
Staten Island Mall Greenmarket,http://www.grownyc.org,Richmond Ave Entrance (Parking Lot),Staten Island,Richmond,New York,10314,Private business parking lot,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,7/23/13 14:47
Bath Saturday Farmers Market,,"Pultney Park, Steuben St",Steuben,Steuben,New York,,Local government building grounds,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1/20/12 11:02
Stony Point Farmers Market,,74 East Main Street,Stony Point,,New York,10980,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,
SUFFERN FARMERS' MARKET,http://www.suffernfarmersmarket.wordpress.com,,Suffern,Rockland,New York,10901,Other,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,5/24/12 18:55
Sylvan Beach Farmers Market,,foot of bridge,Sylvan Beach,Oneida,New York,13157,Other,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,6/25/13 16:52
Camillus Farmers Market,,"Municipal Building, 4600 W. Genesee St",Syracuse,Onondaga,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Central NY Regional Market,,"2100 Park St,",Syracuse,Onondaga,New York,13208,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Downtown Syracuse Farmers Market,http://www.downtownsyracuse.com,Clinton Square,Syracuse,Onondaga,New York,13202,Other,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,7/12/13 6:20
Green Hills Farmers/Crafters Market,,5933 S. Salina St.,Syracuse,Onondaga,New York,13205,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
St. Joseph's Hospital Health Center's Mobile Market,,206 Prospect Ave.,Syracuse,Onondaga,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Syracuse Eastside Neighborhood Farmers Market,,"Westcott Community Center, 826 Euclid Avenue",Syracuse,Onondaga,New York,13210,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 16 2010 2:51PM
Upstate Farmer's Market,,Upstate Golisano Children's Hospital/Upstate University Hospital at Community General,Syracuse,,New York,13210,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,
NILES FARMERS MARKET,,"TOWN HALL, 5923 NEW HOPE ROAD",T/NILES,Cayuga,New York,13118,Local government building grounds,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,N,N,N,N,6/11/13 9:11
Tarrytown Farmers Market,http://www.downtoearthmarkets.com,Patriot's Park on Rte 9,Tarrytown,Westchester,New York,10591,Other,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,6/13/13 13:37
TICONDEROGA FARMERS MARKET,http://www.ticonderogany.com,"MOSES CIRCLE, ROUTE 9N",TICONDEROGA,Essex,New York,12883,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 4 2010 5:27PM
Village of Fredonia Farmers Market,http://www.village.fredonia.ny.us/,To be Determined,to be Determined,Chautauqua,New York,14063,Local government building grounds,Y,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,4/19/11 12:55
Capital District Veggie Mobile,http://www.theveggiemobile.blogspot.com,,Troy,Rensselaer,New York,12180,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Countryside Farm Market,http://www.ccerensselaer.com,5054 Route 7,Troy,Rensselaer,New York,12180,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
The Troy Growers Market,http://www.localharvest.org/the-troy-growers-market-M49388,282 River St,Troy,,New York,12189,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,
Troy Waterfront Farmers Market,http://www.troymarket.org,Broadway,Troy,Rensselaer,New York,12180,Closed-off public street,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,N,N,4/18/11 22:41
Troy Waterfront Farmers Market,http://www.troymarket.org,1 Third Street,Troy,Rensselaer,New York,12180,Closed-off public street,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,4/18/11 22:41
Trumansburg Farmers Market,http://www.tburgfarmersmarket.com/,,Trumansburg,Tompkins,New York,14886,Local government building grounds,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,6/18/13 23:51
Village of Tuckahoe Farmers Market,http://www.tuckahoe.com,65 Main Street,Tuckahoe,Westchester,New York,10707,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Tupper Lake Farmers' Market,http://www.adirondackfarmersmarket.com,The Wild Center Natural History Museum,Tupper Lake,Franklin,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 30 2010 6:06PM
WiLD Center's Farmers Markets,http://www.wildcenter.org/,45 Museum Drive,Tupper Lake,,New York,12986,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,
Tuxedo Farmers' Market,http://www.tuxedofarmersmarket.com,240 Route 17,Tuxedo,Orange,New York,10987,Other,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,6/18/13 18:07
Unadilla Farmers Market,,187 Main Street,Unadilla,Otsego,New York,13849,Local government building grounds,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,N,N,Y,N,N,Y,6/18/13 11:35
Union Springs Farmers' Market,,Main Street (State Route 90),Union Springs,Cayuga,New York,13160,Local government building grounds,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,6/17/13 13:18
City of Utica's Farmers Market,,900 Bleecker St,Utica,Oneida,New York,13501,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun 3 2010 3:21PM
Oneida County Public Market,http://www.oneidacountymarket.com,321 Main Street,Utica,Oneida,New York,13501,Local government building grounds,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,6/10/13 13:20
Utica Farmers Market,http://www.CityofUtica.com,"Chancellor Park, Bleecker St.",Utica,Oneida,New York,13501,Local government building grounds,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,4/25/12 14:09
Vestal Farmers Market,,rte 434,Vestal,Broome,New York,13850,Local government building grounds,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,5/31/12 20:04
Victor Farmers' Market,http://www.victorldc.org,60 East Main Street,Victor,Ontario,New York,14564,Local government building grounds,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,5/17/12 15:30
West Point/Town of Highlands Farmers Market,,Main street,Village of Highland Falls,Orange,New York,10928,Closed-off public street,Y,Y,N,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,7/10/13 8:28
Philmont Farmers' Market - the Sunday market,http://www.pbinc.org/revitailization,116 Main St. - opposite Local 111 restaurant,Village of Philmont,Columbia,New York,12565,Private business parking lot,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,6/10/13 15:13
Virgil Farmer's Market,,4 Corners,Virgil,Cortland,New York,13045,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 25 2010 8:52PM
Voorheesville Farmers Market,,68 Maple Ave.,Voorheesville,Albany,New York,12186,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,N,N,N,N,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,6/10/13 20:27
Walden Farmers Market at Woosters Grove,http://www.villageofwalden.org,"Wooster's Grove Park, 89 E Main Street,",Walden,Orange,New York,12586,Local government building grounds,Y,N,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,Y,4/25/12 13:09
Wooster's Grove Farmers Market,http://www.villageofwalden.org,89 East Main Street (Route 52E),Walden,Orange,New York,12586,Local government building grounds,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,N,Y,6/1/12 9:59
Walton Farmers' Market,http://www.ccedelaware.org,Delaware & West Streets,Walton,Delaware,New York,13856,Private business parking lot,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,4/26/12 9:04
Walton Farmers' Market,http://www.ccedelaware.org,2 Titus Place,Walton,Delaware,New York,13856,Healthcare Institution,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/28/13 16:02
Warrensburgh Riverfront Farmers' Market,http://www.localharvest.org,173 River Street,Warrensburgh,Warren,New York,12885,Local government building grounds,Y,Y,N,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,4/19/11 8:52
Warwick Valley Farmers Market,http://www.warwickvalleyfarmersmarket.org,"South St. Parking Lot, Warwick NY",Warwick,Orange,New York,10990,Other,Y,N,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,4/30/12 12:33
Warwick WINTER Farmers' Market,,161 S. Rt. 94 & Warwick Turnpike,Warwick,Orange County,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Waterford Harbor Farmers Market,http://www.waterfordmarket.com,"Waterford Harbor Promenade, in front of Visitors Center, 1 Tugboat Alley",Waterford,Saratoga,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Greater Watertown North Country Chamber of Commerce Farm & Craft Market,http://www.watertownny.com,317 Washington St.,Watertown,Jefferson,New York,13601,Federal/State government building grounds,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,6/17/13 14:18
The Little Barn Bulk Foods Market,,17937 State Route 3,Watertown,Jefferson,New York,13601,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/25/13 16:06
Watertown Farm & Craft Market,http://www.watertownny.com,317 Washington Street,Watertown,Jefferson,New York,13601,Local government building grounds,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,6/24/13 9:25
Watertown Monday Neighborhood Farmers Market,,"CCE, 203 N. Hamilton St,",Watertown,Jefferson,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Watertown Monday Neighborhood Mobile Farmers Market 1,,"Midtown Towers, State St.",Watertown,Jefferson,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Watertown Monday Neighborhood Mobile Farmers Market 2,,North Country Children's Clinic,Watertown,Jefferson,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Watertown Monday Neighborhood Mobile Farmers Market 3,,"Curtis Apartments, 336 W. Main St.",Watertown,Jefferson,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Watertown Monday Neighborhood Mobile Farmers Market 4,,"Skyline Apartments, coroner of Mill St.",Watertown,Jefferson,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Watertown Monday Neighborhood Mobile Farmers Market 5,,"LeRay Street Apartments, 848 LeRay St.",Watertown,Jefferson,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Watertown Saturday Farmers Market,,"J. B. Wise Place ,Pavillion, Watertown, New York 13601",Watertown,Jefferson,New York,13601,,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,5/14/12 9:07
Village of Waterville Farmers Market,,214 White St,Waterville,Oneida,New York,13480,Local government building grounds,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,7/3/13 22:49
Watkins Glen Farmers Market,,"Lafayette Park, 5th & Porter Sts",Watkins Glen,Schuyler,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Waverly Farm Market,,"Muldoon Park, Pennsylvania & Park Aves",Waverly,Tioga,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
"Webster's Joe Obbie Farmers' Market, Inc.",,"1028 Ridge Road, Webster Towne Center",Webster,Monroe,New York,14580,Other,Y,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/12/13 10:28
Wellsville Farmer's Market,,North Main Street,Wellsville,Allegany,New York,14895,Healthcare Institution,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,6/1/12 15:57
New Cassel Farmers' Market,http://www.unccrc.org,212 Garden Street,Westbury,Nassau,New York,11590,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,6/12/13 10:47
Westfield Farmers Market,http://www.westfieldny.com,Portage Street and Main Street,Westfield,Chautauqua,New York,14787,Local government building grounds,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,6/17/13 16:50
Deer Park Farmers Market,,Sunset Ave. and Brook Rd.,Westhampton Beach,Suffolk,New York,11978,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Westhampton Beach Farmers Market,http://www.westhamptonbeachfarmersmarket.com,85 Mill Road,Westhampton Beach,Suffolk,New York,11978,Closed-off public street,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,6/17/13 11:16
White Plains Farmer's Market,,,White Plains,Westchester,New York,10601,Closed-off public street,Y,N,N,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,5/22/12 20:16
White Plains International Farmers Market,,"City Hall Parking Lot, 255 Main St, White Plains",White Plains,Westchester,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Whitesboro Farmers Market,http://www.whitesborofarmersmarket.com,Clinton St. & Main St.,Whitesboro,Oneida,New York,13492,Local government building grounds,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,6/11/13 9:06
Whitney Point Farmers Market,,"Whitney Pt Middle School, 2887 Rt 11",Whitney Point,Broome,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
Farmers' Market at the Williamsville Mill,,56 E. Spring St,Williamsville,Erie,New York,14221,Local government building grounds,Y,N,Y,Y,N,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,4/13/11 23:30
Willsboro Farmers' Market,http://www.adirondackfarmersmarket.com,Rt. 22,Willsboro,Essex,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 30 2010 5:11PM
Winthrop Farmers' Market,,Main St,Winthrop,St. Lawrence,New York,,Private business parking lot,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/27/13 16:03
Woodstock Farm Festival,http://www.woodstockfarmfestival.com,6 Maple Lane,Woodstock,Ulster,New York,12498,Private business parking lot,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,4/4/11 16:18
Shiloh Community Farmers' Market,http://www.wyandanchcdc.org,221 Merritt Avenue,Wyandanch,Suffolk,New York,11798,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,6/12/13 12:53
Ridge Hill's Down to Earth Farmers Market,http://www.downtoearthmarkets.com,Westchester's Ridge Hill,Yonkers,Westchester,New York,10710,Other,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,6/20/13 14:32
Saw Mill Farmers Market,http://www.groundworkhv.org,29 Warburton Ave.,Yonkers,Westchester,New York,10701,Federal/State government building grounds,Y,Y,N,N,N,Y,N,N,N,Y,N,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,6/5/12 11:50
Yorktown Farmers' Market,http://www.maizemarketmanagement.com,Veterans Road,Yorktown Heights,Westchester,New York,10598,Other,Y,N,N,N,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,6/4/12 21:41
Amenia Farmers Market,,4988 Route 22,,Dutchess,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Big Flats Community Market,,476 Maple Street,,Chemung,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/25/13 21:15
Coventry Farmers Market,,109 North Road,,Chenango,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Kingsbridge Heights Youthmarket,,W. Kingsbridge Rd,,Bronx,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Lakewood Farmers Market,,Chautauqua Ave. and W Second St.,,Chautauqua,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Mohawk Valley Farmers Market,,Route 5-S,,Montgomery,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Roscoe Farmers Market,,Cty Rd. 179,,Sullivan,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Schaghticoke Farmers Market,,290 Northline Drive,,Rensselaer,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
South Bronx Community Farmers Market,,E. 146th Street & St. AnnNULLs Ave.,,Bronx,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
The Olde Farmers Market / Springville,,Mechanic Street,,Erie,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Winter Sun Farms New Paltz Market,,Broadhead Avenue,,Ulster,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
Winter Sun Farms Vassar Market,,Chapin Ave. and Dutchess Ave.,,Dutchess,New York,,,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
